Decision,anger,fear,anticipation,trust,surprise,sadness,joy,disgust,positive,negative,Noun 
truthful,0.01635514,0.011682243,0.025700935,0.037383178,0.01635514,0.014018692,0.03271028,0.018691589,0.08411215,0.035046729,0.228110599
truthful,0.005181347,0,0.010362694,0.020725389,0.010362694,0.010362694,0.020725389,0.015544041,0.041450777,0.031088083,0.260638298
truthful,0.011235955,0,0.02247191,0.011235955,0,0,0,0.02247191,0,0.033707865,0.274725275
truthful,0.009202454,0.018404908,0.027607362,0.021472393,0.003067485,0.003067485,0.036809816,0.009202454,0.058282209,0.036809816,0.239393939
truthful,0,0.034883721,0.046511628,0.023255814,0,0.023255814,0.023255814,0,0.104651163,0.034883721,0.235955056
truthful,0.011764706,0,0.023529412,0.023529412,0.011764706,0.011764706,0.011764706,0,0.035294118,0.023529412,0.229885058
truthful,0.024822695,0.010638298,0.024822695,0.042553191,0.017730496,0.024822695,0.017730496,0.017730496,0.063829787,0.046099291,0.222614841
truthful,0.025,0.008333333,0.033333333,0.025,0.025,0.025,0.025,0.008333333,0.075,0.041666667,0.258333333
truthful,0,0.011627907,0,0.011627907,0,0.011627907,0,0,0.011627907,0.023255814,0.306818182
truthful,0.028169014,0,0.014084507,0.084507042,0,0,0.042253521,0,0.070422535,0.042253521,0.225352113
truthful,0.02,0.01,0.04,0.04,0.03,0.02,0.03,0.02,0.06,0.04,0.21875
truthful,0.006024096,0.012048193,0.036144578,0.060240964,0.006024096,0.018072289,0.042168675,0.012048193,0.072289157,0.030120482,0.22754491
truthful,0.022727273,0.007575758,0.007575758,0,0.007575758,0.015151515,0,0.007575758,0.045454545,0.015151515,0.180451128
truthful,0.011049724,0.011049724,0.005524862,0.016574586,0.005524862,0.022099448,0.005524862,0.005524862,0.049723757,0.022099448,0.26519337
truthful,0.011764706,0.023529412,0.023529412,0.011764706,0,0.023529412,0.011764706,0.011764706,0.011764706,0.023529412,0.175
truthful,0.006993007,0.006993007,0.006993007,0.020979021,0.020979021,0.020979021,0.006993007,0.013986014,0.027972028,0.027972028,0.212328767
truthful,0.017094017,0.008547009,0.042735043,0.042735043,0.017094017,0.008547009,0.042735043,0.017094017,0.05982906,0.034188034,0.211864407
truthful,0.014285714,0.014285714,0.00952381,0.014285714,0.00952381,0.028571429,0.00952381,0.014285714,0.019047619,0.042857143,0.218604651
truthful,0,0.004032258,0.024193548,0.028225806,0.008064516,0,0.02016129,0,0.028225806,0.004032258,0.228
truthful,0,0.008849558,0.053097345,0.026548673,0.026548673,0.008849558,0.026548673,0,0.061946903,0.03539823,0.292035398
truthful,0.012765957,0.012765957,0.029787234,0.034042553,0.012765957,0.004255319,0.025531915,0.004255319,0.080851064,0.029787234,0.294117647
truthful,0.016260163,0.008130081,0.012195122,0.028455285,0.016260163,0.008130081,0.016260163,0.024390244,0.052845528,0.048780488,0.201612903
truthful,0.01242236,0,0.031055901,0.031055901,0.01242236,0.00621118,0.01863354,0.00621118,0.043478261,0.024844721,0.260869565
truthful,0,0,0.010582011,0.021164021,0,0,0.010582011,0,0.031746032,0,0.163157895
truthful,0,0,0.02020202,0.01010101,0.01010101,0.02020202,0.01010101,0,0.02020202,0.04040404,0.262626263
truthful,0.008695652,0.017391304,0.043478261,0.026086957,0,0.017391304,0.026086957,0.008695652,0.060869565,0.034782609,0.234782609
truthful,0,0.007352941,0.036764706,0.022058824,0.014705882,0.014705882,0.007352941,0,0.029411765,0.029411765,0.242647059
truthful,0.024844721,0.034161491,0.024844721,0.01863354,0.01863354,0.034161491,0.01552795,0.031055901,0.040372671,0.071428571,0.270833333
truthful,0.044444444,0.011111111,0.011111111,0.022222222,0,0.022222222,0,0.022222222,0.033333333,0.044444444,0.255555556
truthful,0.00952381,0.00952381,0.019047619,0.028571429,0.00952381,0.004761905,0.004761905,0.004761905,0.019047619,0.00952381,0.185714286
truthful,0.006944444,0.006944444,0.034722222,0.027777778,0.006944444,0.034722222,0.034722222,0,0.0625,0.048611111,0.246666667
truthful,0.014705882,0.014705882,0,0,0.029411765,0.029411765,0,0.014705882,0.029411765,0.058823529,0.228571429
truthful,0.01,0.01,0.04,0.04,0.03,0.01,0.02,0.01,0.08,0.04,0.28
truthful,0.02247191,0,0.02247191,0.056179775,0.033707865,0.011235955,0.04494382,0.011235955,0.04494382,0.033707865,0.241758242
truthful,0.006535948,0,0.013071895,0.013071895,0,0.013071895,0.006535948,0.006535948,0.019607843,0.039215686,0.241830065
truthful,0.017182131,0.006872852,0.037800687,0.041237113,0.020618557,0.013745704,0.013745704,0.010309278,0.051546392,0.024054983,0.223367698
truthful,0,0,0.06,0.02,0.02,0.01,0.02,0,0.04,0.02,0.21
truthful,0.023529412,0.023529412,0,0,0,0.011764706,0,0.023529412,0,0.035294118,0.244186047
truthful,0.018404908,0,0.042944785,0.036809816,0.018404908,0.012269939,0.036809816,0.012269939,0.061349693,0.018404908,0.204819277
truthful,0.022222222,0.007407407,0.037037037,0.02962963,0.007407407,0.022222222,0.022222222,0.014814815,0.044444444,0.02962963,0.204379562
truthful,0.006802721,0.006802721,0,0,0,0.006802721,0,0.006802721,0.027210884,0.034013605,0.272108844
truthful,0,0,0.03030303,0.060606061,0.015151515,0.015151515,0.045454545,0,0.060606061,0.03030303,0.179104478
truthful,0,0,0.02173913,0.065217391,0.02173913,0,0.02173913,0,0.086956522,0,0.24
truthful,0.009708738,0.029126214,0.024271845,0.04368932,0.024271845,0.019417476,0.033980583,0.024271845,0.058252427,0.053398058,0.221153846
truthful,0.004807692,0,0.024038462,0.033653846,0.014423077,0,0.028846154,0,0.057692308,0.009615385,0.274881517
truthful,0.005102041,0.005102041,0.015306122,0.005102041,0,0.010204082,0,0.005102041,0.015306122,0.015306122,0.1959799
truthful,0,0.003690037,0.018450185,0.022140221,0,0.007380074,0.022140221,0.007380074,0.04797048,0.014760148,0.184501845
truthful,0,0.006756757,0.013513514,0.02027027,0,0.02027027,0,0,0.013513514,0.02027027,0.195945946
truthful,0.004694836,0.007042254,0.025821596,0.016431925,0.016431925,0.004694836,0.018779343,0.014084507,0.044600939,0.021126761,0.244705882
truthful,0.004622496,0.003081664,0.023112481,0.049306626,0.00770416,0.00770416,0.006163328,0.004622496,0.061633282,0.023112481,0.236391913
truthful,0.004149378,0.004149378,0.029045643,0.01659751,0.012448133,0.004149378,0.01659751,0,0.033195021,0.012448133,0.20661157
truthful,0.007692308,0.015384615,0.053846154,0.069230769,0.030769231,0.015384615,0.061538462,0,0.069230769,0.015384615,0.358778626
truthful,0.008064516,0.016129032,0.040322581,0.008064516,0,0.008064516,0.008064516,0.008064516,0.032258065,0.040322581,0.225806452
truthful,0.012048193,0.024096386,0.024096386,0.036144578,0.024096386,0.012048193,0.024096386,0.012048193,0.060240964,0.024096386,0.247058824
truthful,0,0,0.021978022,0.032967033,0.021978022,0.005494505,0.016483516,0,0.032967033,0.027472527,0.214285714
truthful,0.04,0.026666667,0,0,0.04,0.066666667,0.013333333,0.026666667,0.013333333,0.093333333,0.181818182
truthful,0.005813953,0.011627907,0.005813953,0.046511628,0.011627907,0.011627907,0.01744186,0.005813953,0.029069767,0.023255814,0.212643678
truthful,0,0.005882353,0.047058824,0.052941176,0.029411765,0.005882353,0.023529412,0.005882353,0.047058824,0.011764706,0.270588235
truthful,0.011111111,0.011111111,0.088888889,0.066666667,0.033333333,0.022222222,0.055555556,0.011111111,0.066666667,0.033333333,0.193548387
truthful,0.015748032,0.047244094,0.031496063,0.023622047,0.015748032,0.023622047,0.015748032,0.05511811,0.039370079,0.070866142,0.27480916
truthful,0,0,0.057142857,0.028571429,0.00952381,0,0.028571429,0,0.038095238,0.019047619,0.212962963
truthful,0.011560694,0.005780347,0.040462428,0.01734104,0.023121387,0.01734104,0.028901734,0.028901734,0.046242775,0.046242775,0.323699422
truthful,0.01010101,0.04040404,0.01010101,0.03030303,0,0.02020202,0.01010101,0.02020202,0.04040404,0.060606061,0.242424242
truthful,0.005263158,0.015789474,0.018421053,0.028947368,0.013157895,0.015789474,0.013157895,0,0.039473684,0.026315789,0.21875
truthful,0.012121212,0.018181818,0.054545455,0.060606061,0.018181818,0.012121212,0.024242424,0.036363636,0.060606061,0.054545455,0.235294118
truthful,0.011363636,0.011363636,0.022727273,0.068181818,0.011363636,0,0.045454545,0.011363636,0.079545455,0.022727273,0.193181818
truthful,0,0,0.037037037,0.037037037,0,0,0.027777778,0.009259259,0.055555556,0.018518519,0.256880734
truthful,0.024096386,0.012048193,0.060240964,0,0,0.006024096,0.006024096,0.018072289,0.030120482,0.060240964,0.333333333
truthful,0.014018692,0.009345794,0.028037383,0.009345794,0.018691589,0.004672897,0.014018692,0.009345794,0.037383178,0.023364486,0.221198157
truthful,0.006756757,0,0.027027027,0.006756757,0.006756757,0.006756757,0.006756757,0.013513514,0.006756757,0.054054054,0.244897959
truthful,0.007874016,0,0.007874016,0.007874016,0.007874016,0.023622047,0.007874016,0.007874016,0.047244094,0.031496063,0.201550388
truthful,0.00952381,0.00952381,0.038095238,0.047619048,0.00952381,0.00952381,0.038095238,0.00952381,0.047619048,0.028571429,0.153846154
truthful,0.020725389,0.005181347,0.025906736,0.031088083,0.025906736,0.010362694,0.031088083,0,0.046632124,0.020725389,0.180412371
truthful,0.003039514,0,0.018237082,0.009118541,0.012158055,0.012158055,0.012158055,0.003039514,0.030395137,0.018237082,0.19939577
truthful,0.014218009,0.018957346,0.023696682,0.023696682,0.014218009,0.014218009,0.018957346,0.028436019,0.033175355,0.037914692,0.204651163
truthful,0.014563107,0.004854369,0.019417476,0.029126214,0.009708738,0.029126214,0.009708738,0.009708738,0.038834951,0.024271845,0.190476191
truthful,0,0.030769231,0.030769231,0.030769231,0.015384615,0.015384615,0.030769231,0.030769231,0.061538462,0.092307692,0.261538462
truthful,0.024390244,0.040650407,0.024390244,0.016260163,0.016260163,0.040650407,0.024390244,0.048780488,0.032520325,0.089430894,0.260162602
truthful,0.010638298,0.010638298,0.021276596,0.010638298,0.010638298,0.021276596,0.010638298,0,0.010638298,0.042553191,0.234693878
truthful,0.013157895,0.013157895,0.013157895,0.013157895,0,0.013157895,0.013157895,0.013157895,0.026315789,0.013157895,0.17948718
truthful,0.013333333,0.013333333,0.026666667,0.04,0,0.026666667,0.026666667,0.026666667,0.04,0.026666667,0.226666667
truthful,0.010135135,0,0,0.027027027,0,0.013513514,0,0.010135135,0.02027027,0.016891892,0.199324324
truthful,0,0.014285714,0.035714286,0.028571429,0.042857143,0,0.035714286,0.014285714,0.057142857,0.035714286,0.253521127
truthful,0.007168459,0.003584229,0.014336918,0.032258065,0.017921147,0,0.014336918,0.007168459,0.053763441,0.021505376,0.357142857
truthful,0.034482759,0,0.034482759,0.034482759,0.017241379,0,0.034482759,0.051724138,0.034482759,0.051724138,0.254237288
truthful,0.005681818,0,0.034090909,0.011363636,0.017045455,0.005681818,0.017045455,0.005681818,0.039772727,0.028409091,0.207865169
truthful,0.004975124,0.009950249,0.049751244,0.019900498,0.009950249,0.009950249,0.019900498,0.004975124,0.044776119,0.029850746,0.287128713
truthful,0.008298755,0.004149378,0.01659751,0.024896266,0.012448133,0.01659751,0.024896266,0.004149378,0.041493776,0.024896266,0.182186235
truthful,0,0.025,0,0.0125,0,0.0125,0,0.0125,0.0125,0.025,0.2875
truthful,0.010909091,0.010909091,0.047272727,0.036363636,0.025454545,0.014545455,0.04,0.010909091,0.058181818,0.032727273,0.184115524
truthful,0.004237288,0.004237288,0.004237288,0.016949153,0.008474576,0.004237288,0.004237288,0,0.033898305,0.012711864,0.181434599
truthful,0.009950249,0.014925373,0.024875622,0.039800995,0.009950249,0.014925373,0.029850746,0.014925373,0.054726368,0.029850746,0.237623762
truthful,0.03030303,0.03030303,0,0,0.015151515,0.03030303,0,0.03030303,0,0.045454545,0.363636364
truthful,0.008888889,0.017777778,0.017777778,0.044444444,0.013333333,0.008888889,0.017777778,0.013333333,0.053333333,0.026666667,0.216814159
truthful,0.010309278,0.025773196,0.046391753,0.046391753,0.015463918,0.036082474,0.025773196,0.020618557,0.06185567,0.072164948,0.281407035
truthful,0.025396825,0.019047619,0.031746032,0.028571429,0.015873016,0.022222222,0.015873016,0.015873016,0.038095238,0.053968254,0.209375
truthful,0.012820513,0,0.025641026,0.051282051,0.012820513,0,0.051282051,0.025641026,0.064102564,0.038461538,0.225
truthful,0,0.018181818,0.036363636,0.009090909,0,0,0.009090909,0,0.009090909,0.027272727,0.283185841
truthful,0.007751938,0.007751938,0.015503876,0.023255814,0.023255814,0.007751938,0.015503876,0,0.046511628,0.023255814,0.19379845
truthful,0,0.015384615,0.025641026,0,0.005128205,0.020512821,0.01025641,0.005128205,0.035897436,0.035897436,0.225641026
truthful,0.018018018,0,0.009009009,0.009009009,0,0.018018018,0.009009009,0.027027027,0.027027027,0.036036036,0.18018018
truthful,0.012690355,0.005076142,0.017766497,0.017766497,0.010152284,0.010152284,0.015228426,0,0.038071066,0.02284264,0.253132832
truthful,0.01300813,0.011382114,0.017886179,0.047154472,0.01300813,0.022764228,0.01300813,0.01300813,0.045528455,0.03902439,0.250403877
truthful,0.009009009,0.009009009,0.036036036,0.036036036,0.027027027,0,0.045045045,0,0.072072072,0.018018018,0.295652174
truthful,0.020979021,0.013986014,0.020979021,0.034965035,0,0.013986014,0.027972028,0.027972028,0.055944056,0.034965035,0.234482759
truthful,0.007109005,0.004739336,0.023696682,0.030805687,0.018957346,0.007109005,0.023696682,0.004739336,0.05450237,0.026066351,0.222222222
truthful,0.006849315,0.01369863,0.034246575,0.04109589,0.01369863,0.01369863,0.04109589,0.006849315,0.068493151,0.04109589,0.282758621
truthful,0.011428571,0.017142857,0.028571429,0.045714286,0.011428571,0.022857143,0.022857143,0.011428571,0.04,0.04,0.2
truthful,0.019230769,0.019230769,0.057692308,0,0,0.019230769,0,0.009615385,0.009615385,0.038461538,0.221153846
truthful,0.014814815,0,0,0.014814815,0,0.007407407,0,0.007407407,0.037037037,0.022222222,0.176470588
truthful,0.025641026,0.025641026,0.012820513,0.012820513,0,0.012820513,0,0.038461538,0.025641026,0.038461538,0.256410256
truthful,0,0.016393443,0.016393443,0.016393443,0,0.016393443,0,0.016393443,0.016393443,0.049180328,0.253968254
truthful,0.011627907,0.011627907,0.01744186,0.01744186,0.005813953,0.011627907,0.005813953,0,0.01744186,0.023255814,0.209302326
truthful,0.01734104,0.011560694,0.040462428,0.01734104,0.01734104,0.01734104,0.01734104,0.034682081,0.023121387,0.034682081,0.234285714
truthful,0.004926108,0,0.019704434,0.014778325,0.004926108,0.014778325,0.014778325,0.004926108,0.02955665,0.024630542,0.204761905
truthful,0.020134228,0,0.013422819,0.020134228,0,0.020134228,0,0,0.020134228,0.026845638,0.235294118
truthful,0.003597122,0.007194245,0.039568345,0.043165468,0.014388489,0.014388489,0.021582734,0.014388489,0.061151079,0.021582734,0.209219858
truthful,0.016393443,0.012295082,0.028688525,0.012295082,0.020491803,0.020491803,0.024590164,0.008196721,0.032786885,0.028688525,0.191836735
truthful,0.02020202,0,0.04040404,0.04040404,0.02020202,0,0.03030303,0.01010101,0.070707071,0.02020202,0.257425743
truthful,0.015625,0.005859375,0.01953125,0.025390625,0.005859375,0.015625,0.01953125,0.015625,0.046875,0.04296875,0.216890595
truthful,0.018867925,0.014150943,0.028301887,0.009433962,0,0.014150943,0.004716981,0.009433962,0.028301887,0.047169811,0.193396226
truthful,0.027027027,0.013513514,0.027027027,0.040540541,0.013513514,0.013513514,0.027027027,0.013513514,0.054054054,0.027027027,0.4
truthful,0.011049724,0.011049724,0.027624309,0.033149171,0.011049724,0.027624309,0.022099448,0.016574586,0.038674033,0.033149171,0.248618785
truthful,0.006472492,0.006472492,0.012944984,0.022653722,0.01618123,0.009708738,0.022653722,0.003236246,0.048543689,0.009708738,0.299684543
truthful,0.009615385,0,0.019230769,0.009615385,0.019230769,0,0.009615385,0,0.028846154,0.009615385,0.25
truthful,0,0,0.024896266,0.020746888,0.01659751,0.008298755,0.004149378,0.008298755,0.029045643,0.020746888,0.216326531
truthful,0.023569024,0.013468013,0.033670034,0.013468013,0.013468013,0.02020202,0.02020202,0.026936027,0.037037037,0.057239057,0.232258065
truthful,0.019047619,0.00952381,0.038095238,0.057142857,0.019047619,0.028571429,0.019047619,0.00952381,0.047619048,0.038095238,0.281553398
truthful,0.012170385,0.006085193,0.024340771,0.018255578,0.010141988,0.024340771,0.022312373,0.00811359,0.040567951,0.038539554,0.232793522
truthful,0.012016021,0.013351135,0.022696929,0.034712951,0.013351135,0.014686248,0.020026702,0.012016021,0.060080107,0.037383178,0.254617414
truthful,0.008695652,0.026086957,0.052173913,0.026086957,0.017391304,0.008695652,0.034782609,0.017391304,0.043478261,0.034782609,0.226086957
truthful,0.024,0.016,0.056,0.032,0.032,0.04,0.032,0.016,0.056,0.04,0.20661157
truthful,0,0.006535948,0.039215686,0.039215686,0.026143791,0.006535948,0.039215686,0,0.104575163,0.019607843,0.22875817
truthful,0.005291005,0,0.015873016,0.005291005,0,0.005291005,0.010582011,0.010582011,0.047619048,0.026455026,0.219895288
truthful,0.007936508,0.007936508,0.015873016,0.015873016,0,0.007936508,0.01984127,0.003968254,0.035714286,0.011904762,0.260700389
truthful,0.006535948,0.006535948,0.013071895,0.019607843,0.006535948,0.026143791,0.013071895,0.006535948,0.039215686,0.039215686,0.227272727
truthful,0.010928962,0.010928962,0.010928962,0.038251366,0.010928962,0.032786885,0.016393443,0.010928962,0.049180328,0.049180328,0.240437159
truthful,0.040697674,0.011627907,0.046511628,0.023255814,0.023255814,0.011627907,0.029069767,0.005813953,0.063953488,0.034883721,0.225433526
truthful,0,0.005714286,0.028571429,0.034285714,0.005714286,0.005714286,0.028571429,0,0.068571429,0.022857143,0.272727273
truthful,0.006944444,0.013888889,0.013888889,0.006944444,0.006944444,0.013888889,0,0.006944444,0.034722222,0.027777778,0.308219178
truthful,0.010362694,0.010362694,0.031088083,0.033678756,0.010362694,0.020725389,0.028497409,0.018134715,0.054404145,0.041450777,0.254498715
truthful,0.022435897,0.025641026,0.032051282,0.038461538,0.025641026,0.03525641,0.032051282,0.032051282,0.064102564,0.060897436,0.217252396
truthful,0.013605442,0.013605442,0.027210884,0.006802721,0.006802721,0.006802721,0.006802721,0.006802721,0.020408163,0.027210884,0.255033557
truthful,0.014851485,0.014851485,0.014851485,0,0,0.014851485,0.004950495,0.024752475,0.01980198,0.03960396,0.230392157
truthful,0,0.02238806,0.029850746,0.082089552,0.02238806,0.007462687,0.029850746,0.007462687,0.059701493,0.02238806,0.246268657
truthful,0.023569024,0.013468013,0.033670034,0.013468013,0.013468013,0.02020202,0.02020202,0.026936027,0.037037037,0.057239057,0.232258065
truthful,0.011764706,0.017647059,0.011764706,0,0.011764706,0.005882353,0,0.017647059,0,0.029411765,0.23255814
truthful,0.007633588,0.007633588,0.015267176,0.007633588,0.007633588,0.007633588,0.022900763,0,0.053435115,0.015267176,0.196969697
truthful,0.007936508,0.007936508,0.047619048,0.031746032,0.023809524,0.015873016,0.031746032,0.015873016,0.055555556,0.03968254,0.233870968
truthful,0.0041841,0.016736402,0.033472803,0.020920502,0.008368201,0.008368201,0.025104603,0,0.054393305,0.020920502,0.248962656
truthful,0,0,0.01369863,0.020547945,0.01369863,0,0.020547945,0,0.034246575,0,0.230769231
truthful,0.008474576,0.005649718,0.028248588,0.033898305,0.016949153,0.014124294,0.02259887,0.002824859,0.050847458,0.028248588,0.238095238
truthful,0,0.017857143,0.026785714,0.026785714,0.008928571,0.008928571,0.017857143,0.008928571,0.044642857,0.080357143,0.327433628
truthful,0.006622517,0.013245033,0.013245033,0.01986755,0,0.013245033,0.01986755,0.013245033,0.033112583,0.026490066,0.210526316
truthful,0.011111111,0.011111111,0.011111111,0.022222222,0.007407407,0.018518519,0.007407407,0.007407407,0.022222222,0.033333333,0.231884058
truthful,0.004329004,0.008658009,0.043290043,0.038961039,0.004329004,0.017316017,0.021645022,0.004329004,0.069264069,0.03030303,0.288888889
truthful,0.019480519,0.012987013,0.03030303,0.025974026,0.015151515,0.015151515,0.017316017,0.017316017,0.038961039,0.043290043,0.202959831
truthful,0.015444015,0.011583012,0.027027027,0.019305019,0,0.011583012,0.007722008,0.007722008,0.05019305,0.042471042,0.216730038
truthful,0,0.008064516,0.008064516,0.064516129,0.008064516,0.024193548,0,0,0.016129032,0.024193548,0.264
truthful,0.017123288,0.022260274,0.015410959,0.022260274,0.011986301,0.022260274,0.011986301,0.005136986,0.037671233,0.044520548,0.233937397
truthful,0,0.017241379,0.034482759,0.017241379,0.00862069,0,0.00862069,0,0.034482759,0.034482759,0.196581197
truthful,0.006060606,0.012121212,0.012121212,0.018181818,0,0.03030303,0.012121212,0,0.042424242,0.042424242,0.228915663
truthful,0.011320755,0.00754717,0.026415094,0.052830189,0.01509434,0.022641509,0.022641509,0.037735849,0.056603774,0.052830189,0.264705882
truthful,0.0078125,0.0078125,0.0078125,0,0,0.015625,0,0.0078125,0.03125,0.015625,0.244094488
truthful,0,0,0.029411765,0.014705882,0,0.014705882,0.029411765,0.014705882,0.044117647,0.044117647,0.246376812
truthful,0.015873016,0,0.031746032,0.015873016,0,0,0.047619048,0,0.079365079,0.015873016,0.206349206
truthful,0.008474576,0.025423729,0.016949153,0.008474576,0.008474576,0.025423729,0,0.008474576,0.016949153,0.042372881,0.180327869
truthful,0.028037383,0.018691589,0.056074766,0.065420561,0.037383178,0.009345794,0.046728972,0.009345794,0.093457944,0.046728972,0.357798165
truthful,0,0.037593985,0.022556391,0.060150376,0.030075188,0.037593985,0.037593985,0,0.052631579,0.060150376,0.192307692
truthful,0.01986755,0.006622517,0.013245033,0.013245033,0,0.01986755,0.01986755,0.01986755,0.052980132,0.046357616,0.24
truthful,0.005730659,0.011461318,0.037249284,0.020057307,0.008595989,0.011461318,0.017191977,0.005730659,0.037249284,0.025787966,0.198863636
truthful,0.009661836,0,0.038647343,0.033816425,0.028985507,0.004830918,0.033816425,0,0.048309179,0.014492754,0.25
truthful,0,0.002518892,0.035264484,0.0302267,0.005037783,0.005037783,0.017632242,0,0.040302267,0.012594458,0.2319202
truthful,0.006802721,0.006802721,0.023809524,0.023809524,0.020408163,0.023809524,0.017006803,0.006802721,0.037414966,0.044217687,0.242424242
truthful,0.010638298,0.005319149,0.005319149,0.010638298,0,0.010638298,0.010638298,0,0.021276596,0.015957447,0.207446809
truthful,0,0.004854369,0.029126214,0.029126214,0.004854369,0.009708738,0.024271845,0.014563107,0.033980583,0.033980583,0.280193237
truthful,0,0.008928571,0.035714286,0.017857143,0.008928571,0.008928571,0.017857143,0,0.026785714,0.017857143,0.307017544
truthful,0,0,0.064516129,0.064516129,0.064516129,0.016129032,0.064516129,0.016129032,0.064516129,0.016129032,0.366666667
truthful,0.01863354,0,0.037267081,0.00621118,0.01863354,0,0.01242236,0.00621118,0.055900621,0.01242236,0.239520958
truthful,0,0.007246377,0.043478261,0.028985507,0.02173913,0.007246377,0.036231884,0,0.065217391,0.007246377,0.260869565
truthful,0.021052632,0.021052632,0.056140351,0.042105263,0.024561404,0.014035088,0.01754386,0,0.098245614,0.038596491,0.226480836
truthful,0.012345679,0.00617284,0.012345679,0.037037037,0,0.00617284,0.018518519,0.030864198,0.037037037,0.037037037,0.181818182
truthful,0.01754386,0.005847953,0.01754386,0.005847953,0.005847953,0,0.011695906,0,0.064327485,0.005847953,0.189655172
truthful,0.014814815,0.059259259,0.014814815,0.02962963,0,0.037037037,0.014814815,0.022222222,0.037037037,0.074074074,0.25
truthful,0.007633588,0.007633588,0.030534351,0.022900763,0.015267176,0.015267176,0.022900763,0.030534351,0.053435115,0.038167939,0.161538462
truthful,0.013513514,0.013513514,0.018018018,0.027027027,0.004504505,0.022522523,0.018018018,0.022522523,0.063063063,0.036036036,0.248868778
truthful,0.004273504,0.008547009,0.021367521,0.021367521,0.021367521,0.017094017,0.017094017,0.004273504,0.051282051,0.034188034,0.231092437
truthful,0,0,0.085714286,0.085714286,0,0,0.114285714,0,0.114285714,0,0.257142857
truthful,0.024390244,0.016260163,0.016260163,0.016260163,0.024390244,0.008130081,0.008130081,0.016260163,0.032520325,0.024390244,0.233870968
truthful,0.007407407,0.007407407,0.02962963,0.022222222,0.022222222,0.007407407,0.022222222,0.007407407,0.044444444,0.007407407,0.18115942
truthful,0.011173184,0.016759777,0.027932961,0.044692737,0.016759777,0.039106145,0.022346369,0.005586592,0.044692737,0.05027933,0.211111111
truthful,0,0,0.013333333,0.026666667,0,0,0.013333333,0.006666667,0.046666667,0.013333333,0.301282051
truthful,0.011627907,0.011627907,0.01744186,0.01744186,0.005813953,0.011627907,0.029069767,0.01744186,0.046511628,0.040697674,0.242774567
truthful,0.007936508,0.015873016,0.007936508,0.03968254,0.007936508,0.007936508,0.007936508,0.007936508,0.03968254,0.015873016,0.2
truthful,0.010638298,0.017730496,0.021276596,0.031914894,0.010638298,0.010638298,0.007092199,0.007092199,0.046099291,0.028368794,0.325174825
truthful,0,0,0.015503876,0.007751938,0.007751938,0.015503876,0.007751938,0,0.046511628,0.031007752,0.230769231
truthful,0,0.009118541,0.018237082,0.027355623,0.003039514,0.018237082,0.027355623,0.009118541,0.051671733,0.03343465,0.225071225
truthful,0.010752688,0.021505376,0.02688172,0.016129032,0.016129032,0.037634409,0.010752688,0.037634409,0.059139785,0.059139785,0.230769231
truthful,0.017699115,0,0.017699115,0.013274336,0.013274336,0.004424779,0.004424779,0,0.039823009,0.017699115,0.172566372
truthful,0.015151515,0.015151515,0.015151515,0.03030303,0.045454545,0.03030303,0.03030303,0,0.045454545,0.045454545,0.115942029
truthful,0.003546099,0.003546099,0.035460993,0.024822695,0.014184397,0.014184397,0.031914894,0.003546099,0.056737589,0.014184397,0.223404255
truthful,0.00896861,0.013452915,0.013452915,0.01793722,0,0.013452915,0.00896861,0,0.062780269,0.022421525,0.276785714
truthful,0,0,0.011627907,0.058139535,0,0,0.023255814,0.011627907,0.069767442,0.011627907,0.272727273
truthful,0.023584906,0.018867925,0.037735849,0.028301887,0.028301887,0.009433962,0.009433962,0.004716981,0.04245283,0.047169811,0.201923077
truthful,0.032258065,0.037634409,0.059139785,0.032258065,0.043010753,0.016129032,0.043010753,0.016129032,0.069892473,0.037634409,0.290322581
truthful,0.006849315,0.006849315,0.020547945,0.02739726,0.01369863,0.020547945,0.01369863,0.020547945,0.061643836,0.02739726,0.277027027
truthful,0.017241379,0.017241379,0.034482759,0.017241379,0,0.034482759,0,0.017241379,0.017241379,0.086206897,0.271186441
truthful,0.018181818,0.027272727,0.027272727,0.027272727,0.018181818,0.036363636,0.036363636,0.018181818,0.054545455,0.045454545,0.236363636
truthful,0,0,0.025,0.025,0,0,0.025,0,0.05,0,0.2
truthful,0.012048193,0,0.012048193,0.024096386,0.012048193,0.024096386,0.024096386,0.012048193,0.048192771,0.024096386,0.23655914
truthful,0.015151515,0.015151515,0.03030303,0.045454545,0.045454545,0,0.075757576,0,0.181818182,0,0.257575758
truthful,0.015503876,0,0.03875969,0.031007752,0.007751938,0,0.015503876,0.015503876,0.023255814,0.023255814,0.3203125
truthful,0.0125,0.0125,0.025,0.025,0.0125,0.025,0,0.025,0.0375,0.0375,0.2875
truthful,0.016129032,0.008064516,0,0,0,0.040322581,0,0.016129032,0.024193548,0.032258065,0.304
truthful,0.012345679,0.00617284,0.049382716,0.049382716,0.024691358,0,0.018518519,0,0.055555556,0.030864198,0.190184049
truthful,0.018867925,0,0.044025157,0.044025157,0.025157233,0.006289308,0.031446541,0.006289308,0.056603774,0.050314465,0.283950617
truthful,0.015503876,0.007751938,0.031007752,0.031007752,0.007751938,0.015503876,0.03875969,0.015503876,0.069767442,0.023255814,0.294573643
truthful,0.005063291,0.017721519,0.020253165,0.010126582,0.015189873,0.02278481,0.010126582,0.010126582,0.032911392,0.015189873,0.228643216
