Decision,anger,fear,anticipation,trust,surprise,sadness,joy,disgust,positive,negative
deceptive,0,0,0,0.040816327,0.020408163,0,0.020408163,0,0.06122449,0
deceptive,0,0,0.014285714,0.05,0.014285714,0,0.05,0,0.114285714,0
deceptive,0,0,0.042553191,0.014184397,0.014184397,0.007092199,0.014184397,0,0.035460993,0.014184397
deceptive,0.007575758,0.015151515,0.03030303,0.060606061,0.022727273,0.007575758,0.045454545,0.007575758,0.083333333,0.015151515
deceptive,0,0,0.028985507,0.02173913,0.014492754,0,0.02173913,0.007246377,0.028985507,0.014492754
deceptive,0,0.012987013,0,0.038961039,0,0.012987013,0.038961039,0,0.051948052,0.012987013
deceptive,0,0,0.032258065,0.032258065,0.016129032,0,0.016129032,0,0.064516129,0
deceptive,0.010526316,0.010526316,0.031578947,0.010526316,0,0.021052632,0.021052632,0.010526316,0.021052632,0.021052632
deceptive,0,0,0.036363636,0.054545455,0,0,0.090909091,0,0.109090909,0
deceptive,0,0,0.012658228,0.050632911,0.012658228,0.012658228,0.050632911,0,0.101265823,0
deceptive,0,0,0.025316456,0.050632911,0.037974684,0,0.025316456,0,0.075949367,0
deceptive,0,0,0.028985507,0,0.014492754,0,0.014492754,0,0.057971014,0.014492754
deceptive,0,0,0.019047619,0.00952381,0.019047619,0,0.019047619,0,0.095238095,0
deceptive,0,0,0.015625,0.015625,0,0,0,0,0.03125,0
deceptive,0,0,0.035714286,0.053571429,0.017857143,0,0.053571429,0,0.089285714,0
deceptive,0,0,0.02739726,0.01369863,0.01369863,0.006849315,0.01369863,0,0.047945205,0.02739726
deceptive,0.008474576,0.008474576,0.025423729,0.025423729,0.016949153,0.016949153,0.059322034,0.008474576,0.06779661,0.025423729
deceptive,0,0,0,0.025641026,0,0.025641026,0.025641026,0.025641026,0.102564103,0
deceptive,0.006369427,0,0.01910828,0.031847134,0,0,0.01910828,0.006369427,0.050955414,0.01910828
deceptive,0,0,0.014084507,0.028169014,0.014084507,0,0,0,0.126760563,0
deceptive,0,0,0.029411765,0.039215686,0.009803922,0,0.029411765,0,0.068627451,0
deceptive,0.00625,0,0.0125,0.05625,0.0125,0.0125,0.0375,0,0.0625,0
deceptive,0,0,0.027906977,0.027906977,0,0,0.018604651,0,0.051162791,0.004651163
deceptive,0,0.007633588,0.030534351,0.030534351,0.007633588,0.015267176,0.022900763,0,0.061068702,0.015267176
deceptive,0,0,0.056818182,0.079545455,0.022727273,0,0.079545455,0,0.102272727,0
deceptive,0,0,0.028037383,0.046728972,0,0,0.028037383,0,0.093457944,0.009345794
deceptive,0,0,0.016304348,0.027173913,0.016304348,0,0.02173913,0,0.043478261,0
deceptive,0,0,0.019230769,0.038461538,0,0,0.057692308,0,0.057692308,0
deceptive,0,0.00877193,0.043859649,0.052631579,0.01754386,0.00877193,0.061403509,0,0.087719298,0.00877193
deceptive,0,0.006849315,0.020547945,0.01369863,0.020547945,0.006849315,0.02739726,0,0.04109589,0.01369863
deceptive,0,0,0.027777778,0.041666667,0.041666667,0,0.041666667,0,0.083333333,0
deceptive,0,0.005494505,0.032967033,0.016483516,0.010989011,0,0.016483516,0,0.043956044,0
deceptive,0,0,0.075949367,0.101265823,0.050632911,0.012658228,0.088607595,0,0.113924051,0.012658228
deceptive,0.01754386,0,0.01754386,0.035087719,0.01754386,0.01754386,0.01754386,0.01754386,0.087719298,0.01754386
deceptive,0,0,0.014814815,0.022222222,0,0.014814815,0.02962963,0.014814815,0.022222222,0.022222222
deceptive,0,0,0.043478261,0.052173913,0.008695652,0,0.034782609,0,0.060869565,0
deceptive,0,0,0.012820513,0,0.012820513,0,0,0,0.038461538,0.012820513
deceptive,0,0,0.057142857,0.057142857,0.028571429,0,0.071428571,0,0.071428571,0
deceptive,0,0,0.033057851,0.049586777,0.008264463,0,0.041322314,0,0.066115702,0
deceptive,0,0.006849315,0.01369863,0.02739726,0,0,0.04109589,0,0.075342466,0
deceptive,0,0,0.009433962,0.009433962,0.004716981,0.014150943,0.004716981,0,0.033018868,0.014150943
deceptive,0,0,0.011627907,0.034883721,0,0,0.046511628,0,0.058139535,0
deceptive,0.007092199,0,0,0.028368794,0.014184397,0,0.014184397,0,0.04964539,0.007092199
deceptive,0,0,0.035087719,0.070175439,0.035087719,0,0.070175439,0,0.087719298,0
deceptive,0,0,0,0.033333333,0,0,0.033333333,0,0.1,0
deceptive,0,0,0.039772727,0.039772727,0.028409091,0.017045455,0.068181818,0,0.113636364,0.011363636
deceptive,0,0,0.04040404,0.04040404,0,0,0.060606061,0,0.101010101,0
deceptive,0,0.014492754,0.02173913,0.007246377,0.007246377,0.007246377,0.02173913,0,0.043478261,0.014492754
deceptive,0.005586592,0.005586592,0.022346369,0.039106145,0.016759777,0.011173184,0.05027933,0,0.061452514,0.016759777
deceptive,0.005586592,0.005586592,0.005586592,0.016759777,0,0.005586592,0.005586592,0.005586592,0.072625698,0
deceptive,0,0,0,0.027272727,0.009090909,0,0.036363636,0,0.054545455,0
deceptive,0.046511628,0.023255814,0.069767442,0.069767442,0.046511628,0.023255814,0.093023256,0.023255814,0.11627907,0.046511628
deceptive,0,0,0.021505376,0.021505376,0.021505376,0.010752688,0.043010753,0,0.064516129,0.010752688
deceptive,0,0,0.013888889,0.013888889,0.013888889,0,0.027777778,0,0.055555556,0
deceptive,0,0,0.022900763,0.053435115,0.007633588,0,0.061068702,0,0.091603053,0
deceptive,0,0,0.00952381,0,0,0,0,0,0.019047619,0
deceptive,0,0,0.029069767,0.029069767,0.01744186,0,0.040697674,0,0.063953488,0
deceptive,0.006024096,0.006024096,0.024096386,0.030120482,0.006024096,0,0.018072289,0,0.042168675,0.036144578
deceptive,0,0,0.026086957,0.043478261,0,0,0.034782609,0,0.052173913,0.008695652
deceptive,0.010869565,0,0.032608696,0.043478261,0.010869565,0.010869565,0.032608696,0.010869565,0.032608696,0.02173913
deceptive,0,0,0.033333333,0.133333333,0,0,0.2,0,0.266666667,0
deceptive,0.007462687,0.003731343,0.02238806,0.02238806,0.02238806,0.014925373,0.02238806,0.007462687,0.048507463,0.003731343
deceptive,0,0,0.053097345,0.053097345,0.026548673,0.008849558,0.061946903,0,0.079646018,0.017699115
deceptive,0,0,0.024096386,0.036144578,0.036144578,0,0.024096386,0,0.048192771,0
deceptive,0,0,0.015151515,0.015151515,0,0,0.045454545,0,0.045454545,0.03030303
deceptive,0,0,0.024390244,0.040650407,0.008130081,0.008130081,0.024390244,0,0.06504065,0.008130081
deceptive,0,0,0.02173913,0.032608696,0,0,0.043478261,0.010869565,0.097826087,0.010869565
deceptive,0,0.0125,0.01875,0.0375,0.00625,0,0.03125,0,0.05625,0.025
deceptive,0,0,0.004273504,0.008547009,0.004273504,0,0.012820513,0,0.034188034,0.004273504
deceptive,0,0.008849558,0.017699115,0.017699115,0.008849558,0.008849558,0.017699115,0,0.026548673,0.008849558
deceptive,0,0.007518797,0.037593985,0.052631579,0.022556391,0.007518797,0.07518797,0,0.105263158,0.007518797
deceptive,0,0.018181818,0.090909091,0.109090909,0.054545455,0.036363636,0.109090909,0.018181818,0.127272727,0.018181818
deceptive,0,0.005813953,0.023255814,0.029069767,0.011627907,0,0.029069767,0,0.063953488,0
deceptive,0,0,0,0.0625,0.0625,0,0.0625,0,0.09375,0
deceptive,0.006369427,0,0.031847134,0.031847134,0.01910828,0.006369427,0.044585987,0.006369427,0.070063694,0.012738854
deceptive,0,0.003745318,0.026217228,0.037453184,0.011235955,0,0.033707865,0,0.093632959,0.003745318
deceptive,0,0,0,0.046511628,0,0,0.069767442,0,0.11627907,0
deceptive,0,0,0.046153846,0.046153846,0.015384615,0,0.061538462,0,0.061538462,0
deceptive,0,0,0.035714286,0.053571429,0.017857143,0,0.089285714,0,0.089285714,0
deceptive,0,0,0.044776119,0.029850746,0,0,0.059701493,0,0.074626866,0
deceptive,0,0.007575758,0,0.03030303,0.007575758,0.007575758,0.022727273,0.015151515,0.053030303,0.022727273
deceptive,0.00862069,0,0.00862069,0.034482759,0,0,0.017241379,0,0.068965517,0.00862069
deceptive,0,0.005076142,0.005076142,0.020304569,0.005076142,0.005076142,0.040609137,0.005076142,0.091370558,0.010152284
deceptive,0,0.008264463,0.008264463,0.016528926,0,0,0.033057851,0,0.049586777,0
deceptive,0.019607843,0,0.029411765,0.029411765,0.029411765,0,0.019607843,0,0.049019608,0
deceptive,0,0.010309278,0.020618557,0,0.010309278,0.020618557,0.051546392,0,0.06185567,0.010309278
deceptive,0.004504505,0.004504505,0.027027027,0.022522523,0.018018018,0.004504505,0.022522523,0.004504505,0.040540541,0.004504505
deceptive,0,0,0.055555556,0,0,0,0,0,0,0
deceptive,0,0,0.035087719,0.035087719,0.01754386,0.00877193,0.043859649,0,0.043859649,0
deceptive,0,0,0.013605442,0.06122449,0.006802721,0,0.034013605,0.006802721,0.081632653,0.006802721
deceptive,0,0,0.014705882,0.029411765,0,0,0.029411765,0,0.029411765,0
deceptive,0,0,0,0,0,0,0,0,0,0
deceptive,0,0,0.03030303,0.060606061,0.015151515,0,0.060606061,0,0.106060606,0
deceptive,0,0,0,0.090909091,0.03030303,0,0.090909091,0,0.121212121,0
deceptive,0,0,0.08,0.08,0.02,0,0.04,0,0.12,0
deceptive,0,0,0.005813953,0.01744186,0.011627907,0,0.01744186,0,0.029069767,0
deceptive,0,0,0.034782609,0.052173913,0.017391304,0.008695652,0.043478261,0,0.07826087,0.008695652
deceptive,0,0.00877193,0.01754386,0,0.00877193,0.00877193,0.035087719,0,0.070175439,0.00877193
deceptive,0,0,0.05,0.071428571,0.007142857,0,0.064285714,0,0.1,0.007142857
deceptive,0,0,0.033333333,0.022222222,0.011111111,0.011111111,0.044444444,0,0.044444444,0.011111111
deceptive,0,0,0.017421603,0.020905923,0.010452962,0.006968641,0.020905923,0.003484321,0.031358885,0.013937282
deceptive,0,0,0,0,0,0,0,0,0,0
deceptive,0,0,0.071428571,0.119047619,0.047619048,0,0.095238095,0,0.142857143,0.023809524
deceptive,0.006711409,0.006711409,0.020134228,0.033557047,0.026845638,0.006711409,0.040268456,0.006711409,0.060402685,0.006711409
deceptive,0.005882353,0.005882353,0.029411765,0.029411765,0.005882353,0.005882353,0.017647059,0,0.035294118,0.011764706
deceptive,0,0,0.016949153,0.008474576,0,0,0.025423729,0,0.06779661,0.008474576
deceptive,0,0,0.012195122,0.048780488,0,0,0.036585366,0,0.048780488,0
deceptive,0.007633588,0.007633588,0.038167939,0.061068702,0.038167939,0.045801527,0.045801527,0,0.091603053,0.045801527
deceptive,0,0,0.023529412,0.023529412,0.023529412,0,0.035294118,0,0.047058824,0.011764706
deceptive,0,0,0.019230769,0.038461538,0.019230769,0,0.057692308,0,0.105769231,0.009615385
deceptive,0,0,0.025316456,0.037974684,0,0,0.037974684,0,0.050632911,0.012658228
deceptive,0,0.005555556,0.011111111,0.011111111,0.033333333,0.011111111,0.027777778,0,0.038888889,0.011111111
deceptive,0,0,0.050724638,0.072463768,0.02173913,0,0.043478261,0,0.108695652,0.007246377
deceptive,0.010309278,0.020618557,0.010309278,0.020618557,0.010309278,0.030927835,0.020618557,0.010309278,0.051546392,0.041237113
deceptive,0,0,0.02020202,0.04040404,0.01010101,0,0.03030303,0,0.04040404,0.02020202
deceptive,0,0,0,0.035294118,0,0,0.035294118,0,0.082352941,0
deceptive,0.019607843,0.029411765,0.009803922,0.039215686,0.009803922,0.009803922,0.029411765,0,0.088235294,0.029411765
deceptive,0,0,0.018518519,0.018518519,0.018518519,0,0.018518519,0,0.055555556,0
deceptive,0,0,0.039473684,0.039473684,0,0,0.039473684,0,0.065789474,0
deceptive,0,0,0.049180328,0.027322404,0.027322404,0.005464481,0.032786885,0,0.032786885,0.005464481
deceptive,0,0,0.005405405,0.005405405,0.005405405,0.005405405,0.005405405,0,0.016216216,0.010810811
deceptive,0.012658228,0,0.025316456,0.025316456,0.025316456,0,0.025316456,0,0.063291139,0
deceptive,0,0,0,0.025316456,0.012658228,0,0.025316456,0,0.050632911,0
deceptive,0,0,0,0.021276596,0.021276596,0,0.042553191,0,0.042553191,0
deceptive,0.012658228,0,0,0.025316456,0,0,0.025316456,0.012658228,0.063291139,0.012658228
deceptive,0.016949153,0,0,0,0.016949153,0,0,0,0.016949153,0
deceptive,0.00952381,0,0.028571429,0.038095238,0.028571429,0.00952381,0.057142857,0,0.076190476,0
deceptive,0,0,0.028169014,0.042253521,0,0,0.056338028,0,0.056338028,0
deceptive,0,0,0.037037037,0.092592593,0.037037037,0,0.12962963,0.018518519,0.185185185,0
deceptive,0,0,0.027777778,0.027777778,0.013888889,0,0.027777778,0,0.055555556,0
deceptive,0,0,0.019607843,0.039215686,0.009803922,0,0.029411765,0,0.049019608,0
deceptive,0,0,0.075,0.075,0,0.025,0.075,0,0.075,0.025
deceptive,0,0.013157895,0.013157895,0.026315789,0.013157895,0.013157895,0.013157895,0,0.026315789,0.013157895
deceptive,0,0,0.03,0.04,0.02,0.02,0.06,0.01,0.07,0.01
deceptive,0,0,0.043478261,0.060869565,0.026086957,0,0.052173913,0,0.060869565,0
deceptive,0,0,0.024590164,0.024590164,0.008196721,0,0.024590164,0,0.057377049,0.008196721
deceptive,0,0.006134969,0.030674847,0.024539877,0.012269939,0.006134969,0.024539877,0,0.049079755,0.012269939
deceptive,0,0,0.027027027,0.054054054,0.036036036,0.018018018,0.045045045,0.009009009,0.072072072,0.036036036
deceptive,0,0,0.036144578,0.060240964,0,0,0.060240964,0,0.096385542,0.012048193
deceptive,0.006410256,0.006410256,0.012820513,0.025641026,0.019230769,0.006410256,0.032051282,0.006410256,0.070512821,0
deceptive,0,0,0.029126214,0.038834951,0,0,0.048543689,0,0.067961165,0
deceptive,0,0,0.014492754,0.032608696,0.014492754,0,0.050724638,0,0.06884058,0.003623188
deceptive,0,0,0,0.017857143,0,0,0.017857143,0,0.017857143,0
deceptive,0,0,0.028571429,0.071428571,0.014285714,0,0.1,0,0.1,0
deceptive,0.006993007,0,0.041958042,0.055944056,0.034965035,0,0.034965035,0,0.076923077,0.006993007
deceptive,0,0,0.025210084,0.016806723,0.016806723,0,0.016806723,0,0.084033613,0.008403361
deceptive,0.01,0.01,0.03,0.05,0.03,0.01,0.06,0.01,0.08,0.01
deceptive,0.007692308,0.003846154,0.011538462,0.030769231,0.007692308,0.003846154,0.026923077,0,0.053846154,0.015384615
deceptive,0.013986014,0.006993007,0.034965035,0.034965035,0.034965035,0.006993007,0.034965035,0.006993007,0.048951049,0.013986014
deceptive,0,0,0.015384615,0.030769231,0.015384615,0,0.030769231,0,0.046153846,0
deceptive,0.012345679,0.012345679,0.037037037,0.024691358,0,0.012345679,0.037037037,0.012345679,0.049382716,0.024691358
deceptive,0,0,0.039473684,0.026315789,0.013157895,0,0.013157895,0,0.026315789,0
deceptive,0.01,0,0.05,0.06,0.02,0,0.05,0,0.07,0.01
deceptive,0,0,0.037037037,0.037037037,0.012345679,0,0.074074074,0,0.111111111,0
deceptive,0.006993007,0,0.027972028,0.048951049,0.020979021,0.006993007,0.055944056,0.006993007,0.076923077,0.006993007
deceptive,0,0,0.02247191,0,0,0,0.011235955,0,0.04494382,0
deceptive,0.008264463,0.008264463,0.024793388,0.033057851,0.024793388,0.008264463,0.05785124,0.008264463,0.082644628,0.008264463
deceptive,0,0.013157895,0.046052632,0.039473684,0.052631579,0.013157895,0.052631579,0,0.059210526,0.006578947
deceptive,0,0,0.020833333,0.020833333,0.041666667,0,0.020833333,0,0.0625,0
deceptive,0.008474576,0.012711864,0.021186441,0.033898305,0.016949153,0.008474576,0.050847458,0.004237288,0.105932203,0.016949153
deceptive,0.009803922,0.009803922,0.039215686,0.039215686,0.019607843,0.019607843,0.029411765,0,0.078431373,0.049019608
deceptive,0,0,0.019607843,0.029411765,0.019607843,0.009803922,0.039215686,0,0.039215686,0.009803922
deceptive,0.023255814,0.034883721,0.034883721,0.023255814,0.011627907,0.011627907,0.034883721,0.011627907,0.081395349,0.034883721
deceptive,0.007751938,0,0.054263566,0.046511628,0.023255814,0,0.023255814,0,0.069767442,0
deceptive,0.004761905,0.004761905,0.023809524,0.033333333,0.014285714,0,0.028571429,0.004761905,0.066666667,0.00952381
deceptive,0,0,0.042553191,0.042553191,0.021276596,0,0.106382979,0,0.14893617,0
deceptive,0,0,0.022857143,0.057142857,0.011428571,0,0.051428571,0,0.08,0
deceptive,0,0,0.018348624,0.02293578,0.009174312,0,0.027522936,0,0.055045872,0.004587156
deceptive,0,0,0.075949367,0.063291139,0.025316456,0,0.050632911,0,0.075949367,0.012658228
deceptive,0,0,0.018181818,0.054545455,0.018181818,0,0.072727273,0,0.090909091,0
deceptive,0,0.012658228,0.063291139,0.050632911,0.025316456,0,0.088607595,0,0.088607595,0.012658228
deceptive,0,0,0.047619048,0.06122449,0.034013605,0.006802721,0.068027211,0,0.088435374,0.013605442
deceptive,0.005714286,0.005714286,0.028571429,0.04,0.017142857,0.005714286,0.028571429,0,0.051428571,0.005714286
deceptive,0,0.01754386,0.070175439,0.052631579,0,0.01754386,0.052631579,0,0.070175439,0.01754386
deceptive,0,0,0.033333333,0.066666667,0,0,0.033333333,0,0.133333333,0
deceptive,0,0,0.019230769,0.028846154,0,0,0.038461538,0,0.038461538,0
deceptive,0.006097561,0,0.024390244,0.018292683,0.018292683,0.006097561,0.018292683,0,0.054878049,0.006097561
deceptive,0.007352941,0.003676471,0.018382353,0.022058824,0.018382353,0.007352941,0.029411765,0.003676471,0.0625,0.007352941
deceptive,0,0.004291845,0.025751073,0.034334764,0.030042918,0,0.038626609,0,0.064377682,0.012875536
deceptive,0.00877193,0.00877193,0.026315789,0.043859649,0,0.01754386,0.026315789,0.01754386,0.035087719,0.035087719
deceptive,0,0.00862069,0.00862069,0.051724138,0,0.00862069,0.025862069,0,0.068965517,0.00862069
deceptive,0,0,0.014285714,0.042857143,0,0,0.014285714,0,0.028571429,0
deceptive,0,0.006024096,0.030120482,0.036144578,0.006024096,0.006024096,0.030120482,0,0.054216867,0.018072289
deceptive,0,0,0.028368794,0.021276596,0,0,0.021276596,0,0.042553191,0.007092199
deceptive,0,0,0.039408867,0.019704433,0.014778325,0.004926108,0.054187192,0,0.073891626,0.004926108
deceptive,0,0,0.02247191,0.02247191,0,0,0.033707865,0,0.04494382,0.011235955
deceptive,0,0,0,0,0,0,0.015625,0,0.015625,0
deceptive,0,0,0.019047619,0.019047619,0.00952381,0,0.028571429,0,0.047619048,0.00952381
deceptive,0,0,0.021428571,0.05,0.007142857,0,0.028571429,0,0.064285714,0
deceptive,0,0,0.012269939,0.012269939,0.018404908,0.006134969,0.018404908,0,0.030674847,0.006134969
deceptive,0,0,0.009433962,0.018867925,0.009433962,0,0.037735849,0,0.08490566,0
deceptive,0.005780347,0.011560694,0.023121387,0.023121387,0.023121387,0.011560694,0.028901734,0.005780347,0.069364162,0.028901734
deceptive,0,0,0.030888031,0.030888031,0.015444015,0,0.030888031,0,0.061776062,0.003861004
deceptive,0,0,0.014705882,0.029411765,0.014705882,0,0.029411765,0,0.044117647,0
deceptive,0.012345679,0,0.037037037,0.037037037,0,0,0.024691358,0,0.086419753,0.012345679
deceptive,0,0,0.028301887,0.037735849,0.028301887,0,0.047169811,0,0.103773585,0
deceptive,0,0,0.010309278,0.06185567,0.030927835,0,0.082474227,0,0.134020619,0
deceptive,0,0,0.057142857,0.042857143,0.028571429,0.014285714,0.071428571,0,0.1,0
deceptive,0,0,0.014492754,0.036231884,0.007246377,0.007246377,0.02173913,0,0.043478261,0.014492754
deceptive,0,0,0.02,0.04,0.02,0,0.05,0,0.09,0.01
deceptive,0,0,0.016260163,0.032520325,0.008130081,0,0.032520325,0,0.073170732,0
deceptive,0,0,0.012345679,0.061728395,0,0,0.024691358,0,0.061728395,0
deceptive,0,0,0.018348624,0.04587156,0.009174312,0,0.018348624,0,0.091743119,0
deceptive,0,0.028571429,0.114285714,0.085714286,0.057142857,0.028571429,0.142857143,0,0.142857143,0
deceptive,0,0.008264463,0.024793388,0.016528926,0.024793388,0,0.033057851,0,0.041322314,0.008264463
deceptive,0.003533569,0.003533569,0.024734982,0.028268551,0.003533569,0.007067138,0.017667845,0.003533569,0.038869258,0.010600707
deceptive,0,0,0.006622517,0.026490066,0,0,0.013245033,0,0.046357616,0
deceptive,0,0,0.03030303,0.060606061,0.015151515,0,0.060606061,0,0.075757576,0
deceptive,0,0,0.031746032,0.031746032,0.015873016,0,0.079365079,0,0.079365079,0
deceptive,0,0,0.019607843,0.039215686,0.009803922,0,0.019607843,0,0.058823529,0
deceptive,0,0,0.037878788,0.037878788,0.03030303,0.007575758,0.037878788,0,0.045454545,0
deceptive,0,0,0.016949153,0.028248588,0.011299435,0.011299435,0.039548023,0.005649718,0.079096045,0.005649718
deceptive,0,0,0.054054054,0.027027027,0.054054054,0,0.054054054,0,0.108108108,0
deceptive,0,0,0.068965517,0.068965517,0,0.011494253,0.045977011,0,0.091954023,0.034482759
deceptive,0,0,0.013888889,0.020833333,0.013888889,0,0.034722222,0,0.048611111,0.006944444
deceptive,0,0,0.022900763,0.038167939,0.022900763,0,0.076335878,0,0.106870229,0
deceptive,0,0,0.042105263,0.042105263,0.031578947,0,0.052631579,0,0.084210526,0.010526316
deceptive,0,0,0.028985507,0.043478261,0.014492754,0,0.072463768,0,0.086956522,0
deceptive,0.014760148,0.022140221,0.033210332,0.044280443,0.022140221,0.011070111,0.044280443,0.014760148,0.066420664,0.014760148
deceptive,0.00729927,0,0.02919708,0.051094891,0.02189781,0.00729927,0.02919708,0.01459854,0.058394161,0.00729927
deceptive,0.00304878,0.012195122,0.015243902,0.018292683,0.015243902,0.009146341,0.024390244,0.00304878,0.045731707,0.018292683
deceptive,0,0,0.041666667,0.0625,0.020833333,0.010416667,0.052083333,0,0.083333333,0.010416667
deceptive,0,0,0.010638298,0.053191489,0,0,0.063829787,0,0.085106383,0
deceptive,0,0.004761905,0.038095238,0.042857143,0.019047619,0.00952381,0.038095238,0,0.052380952,0.028571429
deceptive,0,0,0.01242236,0.055900621,0.00621118,0,0.02484472,0,0.068322981,0
deceptive,0.003636364,0.003636364,0.014545455,0.021818182,0.018181818,0.014545455,0.025454545,0.003636364,0.036363636,0.014545455
deceptive,0,0,0.056338028,0.070422535,0.028169014,0.014084507,0.070422535,0,0.098591549,0.028169014
deceptive,0,0,0.018181818,0.018181818,0,0,0.018181818,0,0.036363636,0
deceptive,0,0,0,0.047169811,0.018867925,0.009433962,0.028301887,0,0.037735849,0.009433962
deceptive,0.00982801,0.014742015,0.034398034,0.029484029,0.007371007,0.002457002,0.01965602,0.007371007,0.056511057,0.024570025
deceptive,0.013888889,0.027777778,0.111111111,0.041666667,0.013888889,0.013888889,0.083333333,0,0.111111111,0.027777778
deceptive,0,0,0.03030303,0.060606061,0.03030303,0,0.050505051,0,0.070707071,0
deceptive,0,0,0.00877193,0.043859649,0,0,0.043859649,0,0.052631579,0
deceptive,0,0.009009009,0.045045045,0.063063063,0.009009009,0,0.09009009,0,0.108108108,0.027027027
deceptive,0.009345794,0.018691589,0.028037383,0.037383178,0.028037383,0.009345794,0.028037383,0.009345794,0.074766355,0.018691589
truthful,0.013245033,0.006622517,0.013245033,0.01986755,0.006622517,0.013245033,0.013245033,0.013245033,0.01986755,0.026490066
truthful,0.007575758,0.003787879,0.011363636,0.007575758,0.003787879,0.018939394,0.007575758,0.003787879,0.015151515,0.018939394
truthful,0.014056225,0.004016064,0.010040161,0.010040161,0.004016064,0.006024096,0.004016064,0.006024096,0.014056225,0.014056225
truthful,0,0.020833333,0.03125,0.03125,0.020833333,0.03125,0.052083333,0.010416667,0.09375,0.041666667
truthful,0.012121212,0,0.018181818,0.012121212,0.006060606,0.006060606,0.012121212,0.018181818,0.012121212,0.024242424
truthful,0.011080332,0.013850416,0.013850416,0.033240997,0.011080332,0.011080332,0.011080332,0.005540166,0.027700831,0.019390582
truthful,0.012738854,0.006369427,0.044585987,0.012738854,0.012738854,0.006369427,0.012738854,0,0.01910828,0.01910828
truthful,0.06010929,0.027322404,0.010928962,0.010928962,0.005464481,0.032786885,0.005464481,0.027322404,0.010928962,0.071038251
truthful,0.020408163,0.012244898,0.004081633,0.008163265,0,0.012244898,0,0.004081633,0.016326531,0.016326531
truthful,0.003780718,0.003780718,0.013232514,0.009451796,0.007561437,0.007561437,0.011342155,0.001890359,0.039697543,0.011342155
truthful,0.012658228,0.008438819,0.008438819,0.025316456,0,0.025316456,0.008438819,0.012658228,0.021097046,0.037974684
truthful,0.025,0.016666667,0.033333333,0.025,0.016666667,0.025,0.025,0.016666667,0.041666667,0.041666667
truthful,0.006802721,0.006802721,0.034013605,0.013605442,0.006802721,0.006802721,0.013605442,0.006802721,0.034013605,0.013605442
truthful,0.007575758,0,0.007575758,0.015151515,0,0.007575758,0,0,0.03030303,0.022727273
truthful,0,0.011904762,0.011904762,0.035714286,0.035714286,0.011904762,0.023809524,0.011904762,0.071428571,0.011904762
truthful,0.008849558,0.004424779,0.030973451,0.039823009,0.017699115,0.008849558,0.017699115,0.013274336,0.039823009,0.017699115
truthful,0.00390625,0,0.015625,0.01953125,0.00390625,0.01171875,0.0078125,0.0078125,0.0390625,0.01171875
truthful,0,0,0.010152284,0.015228426,0.005076142,0,0.020304569,0,0.025380711,0.005076142
truthful,0.016260163,0.008130081,0.048780488,0.048780488,0.048780488,0.008130081,0.048780488,0.008130081,0.056910569,0.024390244
truthful,0,0.008928571,0.035714286,0.017857143,0.017857143,0.008928571,0.017857143,0.008928571,0.053571429,0.008928571
truthful,0,0,0.020408163,0,0,0,0,0.020408163,0,0.040816327
truthful,0,0,0.028901734,0.01734104,0.005780347,0,0.01734104,0,0.052023121,0
truthful,0.004065041,0.004065041,0.008130081,0.020325203,0.008130081,0.004065041,0.016260163,0.004065041,0.048780488,0.012195122
truthful,0.008849558,0,0.026548673,0.026548673,0.017699115,0.008849558,0.026548673,0.017699115,0.044247788,0.026548673
truthful,0.023809524,0.007936508,0.023809524,0.007936508,0.031746032,0.015873016,0.007936508,0.007936508,0.047619048,0.015873016
truthful,0,0.012195122,0.012195122,0.030487805,0.006097561,0.012195122,0.024390244,0.006097561,0.036585366,0.024390244
truthful,0.010869565,0.003623188,0.014492754,0.010869565,0,0.007246377,0.014492754,0.007246377,0.039855072,0.014492754
truthful,0.003663004,0,0.029304029,0.029304029,0.021978022,0.003663004,0.025641026,0,0.032967033,0.010989011
truthful,0.0041841,0.008368201,0.0041841,0.025104603,0,0.008368201,0.0041841,0,0.025104603,0.033472803
truthful,0.012295082,0.008196721,0.012295082,0.036885246,0.004098361,0.008196721,0.020491803,0.008196721,0.040983607,0.024590164
truthful,0.007092199,0.021276596,0.035460993,0.028368794,0.021276596,0.035460993,0.04964539,0.014184397,0.078014184,0.04964539
truthful,0.008298755,0.012448133,0.033195021,0.024896266,0.012448133,0.004149378,0.024896266,0.004149378,0.070539419,0.01659751
truthful,0.008163265,0,0.012244898,0.024489796,0.004081633,0.012244898,0.012244898,0.020408163,0.048979592,0.028571429
truthful,0,0,0.015873016,0,0.007936508,0,0.007936508,0.007936508,0.087301587,0.023809524
truthful,0,0,0.014705882,0.014705882,0,0.022058824,0.022058824,0.007352941,0.029411765,0.022058824
truthful,0.024242424,0,0.024242424,0.042424242,0.006060606,0.024242424,0.024242424,0.024242424,0.042424242,0.036363636
truthful,0.027932961,0.011173184,0.033519553,0.022346369,0.011173184,0.011173184,0.016759777,0.011173184,0.022346369,0.027932961
truthful,0.004761905,0.014285714,0.019047619,0.028571429,0.00952381,0.023809524,0.023809524,0.004761905,0.047619048,0.023809524
truthful,0.011111111,0,0.033333333,0,0,0.022222222,0,0.022222222,0,0.044444444
truthful,0.007352941,0.003676471,0.018382353,0.036764706,0.011029412,0.025735294,0.025735294,0.003676471,0.051470588,0.029411765
